Geneid	GeneName	GeneType	ESC_Day0_rep1	ESC_Day0_rep2	PreNCC_Day3_rep1	PreNCC_Day3_rep2	NCC_Day5_rep1	NCC_Day5_rep2
ENSG00000259289.2	LINC02206	lncRNA	0	0	0	0	0	0
ENSG00000259347.9	ENSG00000259347	lncRNA	0	1	4	1	1	3
ENSG00000259246.4	HMGN2P47	processed_pseudogene	0	0	0	0	0	0
ENSG00000166949.17	SMAD3	protein_coding	741	571	2440	2672	1879	1811
ENSG00000259202.1	ENSG00000259202	lncRNA	0	0	0	0	0	0
ENSG00000103591.13	AAGAB	protein_coding	2473	2474	4540	3933	5269	3182
ENSG00000242634.1	RPS24P16	processed_pseudogene	0	0	0	0	0	0
ENSG00000103599.20	IQCH	protein_coding	49	66	150	206	327	213
ENSG00000259673.6	IQCH-AS1	lncRNA	51	19	106	68	114	105
ENSG00000189227.6	C15orf61	protein_coding	77	83	308	151	347	198
ENSG00000270964.1	MAP2K5-DT	lncRNA	12	15	48	29	73	37
ENSG00000137764.20	MAP2K5	protein_coding	600	660	2068	1205	1501	881
ENSG00000259512.3	HNRNPA1P5	processed_pseudogene	0	2	1	1	0	0
ENSG00000188779.12	SKOR1	protein_coding	5	6	35	23	26	29
ENSG00000259410.5	ENSG00000259410	lncRNA	0	0	1	0	0	2
ENSG00000245719.1	ENSG00000245719	lncRNA	0	1	7	2	1	3
ENSG00000206625.1	RNU6-1	snRNA	0	0	0	0	1	0
ENSG00000261702.2	ENSG00000261702	processed_pseudogene	0	0	0	0	0	0
ENSG00000260109.1	ENSG00000260109	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000033800.14	PIAS1	protein_coding	1961	2336	2644	2332	4875	3432
ENSG00000260007.3	ENSG00000260007	protein_coding	112	103	161	199	148	130
ENSG00000129007.16	CALML4	protein_coding	36	29	77	54	39	37
ENSG00000128973.13	CLN6	protein_coding	1181	1421	2516	2266	1816	1197
ENSG00000260602.2	HMGN2P40	processed_pseudogene	0	0	4	2	2	1
ENSG00000260657.2	ENSG00000260657	lncRNA	2	1	6	7	30	23
ENSG00000169018.6	FEM1B	protein_coding	5915	6872	4478	5767	6284	5101
ENSG00000137809.17	ITGA11	protein_coding	9	5	6	12	7	3
ENSG00000286770.1	ENSG00000286770	lncRNA	0	0	0	0	0	0
ENSG00000103647.13	CORO2B	protein_coding	171	164	286	354	102	87
ENSG00000271232.1	CARS1P1	processed_pseudogene	0	0	0	0	0	0
ENSG00000289998.1	ENSG00000289998	lncRNA	0	0	0	0	0	0
ENSG00000140350.15	ANP32A	protein_coding	13817	12766	22675	18941	24335	12314
ENSG00000265195.1	MIR4312	miRNA	1	1	3	2	2	2
ENSG00000258484.4	SPESP1	protein_coding	0	0	0	0	0	2
ENSG00000259286.3	ENSG00000259286	processed_pseudogene	0	1	0	2	7	3
ENSG00000285919.1	ENSG00000285919	lncRNA	0	0	0	1	0	1
ENSG00000137808.12	ENSG00000137808	lncRNA	0	0	0	0	0	0
ENSG00000255346.10	NOX5	protein_coding	1	0	0	0	2	0
ENSG00000288068.1	ENSG00000288068	lncRNA	0	0	0	0	0	0
ENSG00000273851.1	ENSG00000273851	transcribed_processed_pseudogene	0	0	0	0	0	0
ENSG00000259265.1	ENSG00000259265	lncRNA	0	0	0	0	0	0
ENSG00000212766.9	EWSAT1	lncRNA	43	36	1	1	4	3
ENSG00000259222.2	ENSG00000259222	lncRNA	0	2	0	0	0	1
ENSG00000138604.10	GLCE	protein_coding	992	1178	951	739	894	577
ENSG00000261634.4	PAQR5-DT	lncRNA	11	13	5	2	7	1
ENSG00000259504.2	ENSG00000259504	lncRNA	0	0	1	2	0	0
ENSG00000137819.14	PAQR5	protein_coding	362	402	66	49	45	45
ENSG00000259645.1	ENSG00000259645	lncRNA	2	1	0	0	0	0
ENSG00000259426.6	KIF23-AS1	lncRNA	30	24	48	42	57	29
ENSG00000207395.1	Y_RNA	misc_RNA	0	0	0	0	0	0
ENSG00000137807.16	KIF23	protein_coding	4786	5373	5517	4847	6681	4142
ENSG00000259191.2	ENSG00000259191	processed_pseudogene	0	1	0	0	0	1
ENSG00000137818.12	RPLP1	protein_coding	64132	62178	93441	56013	126334	44008
ENSG00000207119.2	U3	snoRNA	0	0	0	0	2	0
ENSG00000259215.1	LINC02896	lncRNA	0	0	0	1	1	4
ENSG00000245750.11	DRAIC	lncRNA	14	7	66	37	12	15
ENSG00000259457.1	ENSG00000259457	lncRNA	0	0	2	0	0	0
ENSG00000289525.2	ENSG00000289525	lncRNA	0	0	0	0	0	0
ENSG00000259496.2	GEMIN8P1	processed_pseudogene	0	0	0	0	0	0
ENSG00000259309.2	ENSG00000259309	lncRNA	0	2	1	0	0	0
ENSG00000140332.18	TLE3	protein_coding	2227	1888	7285	5856	3169	3347
ENSG00000207965.1	MIR629	miRNA	0	0	0	0	0	0
ENSG00000200216.2	RNU6-745P	snRNA	0	0	0	0	0	0
ENSG00000259252.1	ENSG00000259252	lncRNA	0	0	1	0	0	1
ENSG00000259503.1	ENSG00000259503	lncRNA	0	0	0	0	0	1
ENSG00000259473.1	LINC02205	lncRNA	0	0	0	0	0	0
ENSG00000287741.1	ENSG00000287741	lncRNA	0	0	0	0	0	0
ENSG00000280639.1	LINC02204	lncRNA	3	0	4	3	5	4
ENSG00000259227.2	ENSG00000259227	processed_pseudogene	0	0	0	0	0	0
ENSG00000281264.1	SALRNA3	lncRNA	0	0	0	0	0	0
ENSG00000280515.1	SALRNA2	lncRNA	0	0	0	0	0	0
ENSG00000137831.15	UACA	protein_coding	2413	2354	2336	2737	3470	2590
ENSG00000259532.1	ENSG00000259532	lncRNA	0	0	0	0	0	0
ENSG00000274297.1	ENSG00000274297	lncRNA	2	3	1	4	5	5
ENSG00000259624.1	ENSG00000259624	lncRNA	0	0	0	0	0	0
ENSG00000259452.2	ENSG00000259452	processed_pseudogene	0	0	0	0	0	0
ENSG00000235420.7	RPL29P30	transcribed_processed_pseudogene	0	0	1	0	0	0
ENSG00000166173.11	LARP6	protein_coding	666	573	679	459	934	459
ENSG00000259744.1	ENSG00000259744	lncRNA	1	8	5	5	3	3
ENSG00000137821.12	LRRC49	protein_coding	644	849	2289	1710	3009	1337
ENSG00000259470.2	KRT8P9	processed_pseudogene	0	1	0	1	0	4
ENSG00000129028.9	THAP10	protein_coding	244	272	491	357	621	300
ENSG00000242276.2	RPL5P3	processed_pseudogene	0	1	1	2	3	1
ENSG00000187720.15	THSD4	protein_coding	422	322	496	619	650	606
ENSG00000225362.10	CT62	lncRNA	7	3	3	1	1	0
ENSG00000259964.7	THSD4-AS1	lncRNA	0	0	0	2	4	1
ENSG00000259781.1	HMGB1P6	processed_pseudogene	37	34	37	36	37	29
ENSG00000260586.2	ENSG00000260586	lncRNA	0	0	1	2	0	0
ENSG00000212664.5	ENSG00000212664	processed_pseudogene	6	11	10	4	7	5
ENSG00000278408.1	ENSG00000278408	lncRNA	0	0	0	0	0	0
ENSG00000278570.5	NR2E3	protein_coding	18	21	16	9	12	14
ENSG00000260037.5	ENSG00000260037	lncRNA	6	3	1	2	4	3
ENSG00000066933.16	MYO9A	protein_coding	1206	1367	1292	2283	2124	2114
ENSG00000200873.1	RNA5SP399	rRNA_pseudogene	0	1	0	0	0	0
ENSG00000261632.1	ENSG00000261632	lncRNA	0	0	0	0	0	0
ENSG00000260576.1	EIF5A2P1	processed_pseudogene	0	1	2	0	1	0
ENSG00000222094.1	RNU2-65P	snRNA	0	0	0	0	0	1
ENSG00000166192.15	SENP8	protein_coding	321	338	536	442	749	378
ENSG00000243568.2	ENSG00000243568	processed_pseudogene	0	1	1	1	3	1
ENSG00000260173.1	ENSG00000260173	lncRNA	0	0	0	0	0	0
ENSG00000175318.12	GRAMD2A	protein_coding	136	84	42	51	82	100
ENSG00000067225.21	PKM	protein_coding	66539	62678	52209	52351	95808	63366
ENSG00000137817.17	PARP6	protein_coding	712	721	1581	970	1675	1031
ENSG00000273025.1	ENSG00000273025	protein_coding	0	0	0	0	0	0
ENSG00000261460.1	ENSG00000261460	lncRNA	0	0	0	0	1	0
ENSG00000140488.16	CELF6	protein_coding	0	0	0	0	0	0
ENSG00000260729.1	ENSG00000260729	protein_coding	0	1	2	4	2	1
ENSG00000213614.11	HEXA	protein_coding	1007	1161	1703	1261	2203	1226
ENSG00000260339.2	HEXA-AS1	lncRNA	7	5	15	4	21	11
ENSG00000243007.1	RPL12P35	processed_pseudogene	0	1	0	0	0	1
ENSG00000187806.9	TMEM202	protein_coding	0	0	0	0	0	0
ENSG00000261423.3	TMEM202-AS1	lncRNA	20	29	40	22	28	18
ENSG00000271072.1	PHB1P20	processed_pseudogene	1	0	0	2	1	0
ENSG00000261187.1	ENSG00000261187	lncRNA	1	5	9	4	15	8
ENSG00000166233.15	ARIH1	protein_coding	4286	4387	4660	4198	6623	4939
ENSG00000283798.1	MIR630	miRNA	0	0	0	0	0	0
ENSG00000260534.1	ENSG00000260534	lncRNA	0	0	0	0	0	0
ENSG00000278313.1	ENSG00000278313	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000260144.1	ENSG00000260144	unprocessed_pseudogene	3	2	1	2	4	3
ENSG00000259783.6	LINC02259	lncRNA	0	0	0	1	1	0
ENSG00000260672.1	ENSG00000260672	lncRNA	2	0	7	1	3	1
ENSG00000259909.1	ENSG00000259909	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000215186.7	GOLGA6B	protein_coding	4	5	1	0	0	4
ENSG00000274350.1	RN7SL853P	misc_RNA	0	0	0	0	0	0
ENSG00000175202.6	HIGD2B	protein_coding	0	0	0	0	1	0
ENSG00000261281.1	ENSG00000261281	transcribed_processed_pseudogene	0	0	0	0	0	0
ENSG00000140463.14	BBS4	protein_coding	1340	1154	1702	1593	2323	1380
ENSG00000159322.18	ADPGK	protein_coding	1704	1841	2691	2155	2378	1332
ENSG00000260898.6	ADPGK-AS1	lncRNA	12	7	2	3	5	0
ENSG00000285729.1	ENSG00000285729	lncRNA	1	2	0	0	0	0
ENSG00000259259.1	NPM1P42	processed_pseudogene	0	0	2	0	0	2
ENSG00000067141.17	NEO1	protein_coding	3401	3632	4989	5754	11899	10940
ENSG00000259691.2	FKBP1AP2	processed_pseudogene	0	0	0	0	0	0
ENSG00000259440.2	NPM1P43	processed_pseudogene	0	0	0	0	0	0
ENSG00000259528.1	ENSG00000259528	lncRNA	0	0	0	0	0	0
ENSG00000138622.4	HCN4	protein_coding	1072	843	462	344	169	131
ENSG00000259650.1	ENSG00000259650	lncRNA	0	0	0	0	0	0
ENSG00000183324.11	REC114	protein_coding	0	0	0	0	0	1
ENSG00000259186.1	MRPS15P1	processed_pseudogene	0	0	0	0	0	0
ENSG00000156642.17	NPTN	protein_coding	5361	5520	6691	5201	7188	3855
ENSG00000281183.1	NPTN-IT1	lncRNA	141	223	226	244	285	251
ENSG00000103855.18	CD276	protein_coding	5383	4379	6516	6355	9503	6848
ENSG00000276807.1	ENSG00000276807	lncRNA	0	0	0	0	0	0
ENSG00000205363.7	INSYN1	protein_coding	256	147	168	64	99	80
ENSG00000260469.3	INSYN1-AS1	lncRNA	177	90	299	197	147	55
ENSG00000260624.2	ENSG00000260624	lncRNA	0	0	0	0	0	0
ENSG00000167139.9	TBC1D21	protein_coding	0	0	0	0	0	0
ENSG00000261801.8	LOXL1-AS1	lncRNA	398	395	867	363	488	303
ENSG00000129038.16	LOXL1	protein_coding	395	176	1010	394	810	632
ENSG00000067221.14	STOML1	protein_coding	111	65	168	100	191	107
ENSG00000140464.20	PML	protein_coding	1201	956	2073	1099	1335	999
ENSG00000287543.1	ENSG00000287543	lncRNA	0	0	0	0	0	0
ENSG00000260096.1	DNM1P33	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000159289.6	GOLGA6A	protein_coding	2	1	0	0	0	0
ENSG00000278604.1	RN7SL429P	misc_RNA	0	0	0	0	0	0
ENSG00000214702.6	COMMD4P2	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000167178.17	ISLR2	protein_coding	6	3	16	13	108	88
ENSG00000248540.3	ENSG00000248540	lncRNA	3	2	16	1	38	22
ENSG00000261543.1	ENSG00000261543	lncRNA	0	0	0	0	0	0
ENSG00000278348.1	Metazoa_SRP	misc_RNA	0	0	0	1	0	0
ENSG00000129009.13	ISLR	protein_coding	7	6	21	7	33	31
ENSG00000137868.19	STRA6	protein_coding	349	267	1867	722	1085	1199
ENSG00000140481.15	CCDC33	protein_coding	58	51	396	113	252	257
ENSG00000280309.1	ENSG00000280309	TEC	0	0	6	2	9	10
ENSG00000261384.1	ENSG00000261384	lncRNA	0	0	0	0	0	0
ENSG00000277749.1	ENSG00000277749	lncRNA	10	7	1	0	1	0
ENSG00000140459.18	CYP11A1	protein_coding	117	93	15	3	42	25
ENSG00000260266.1	PPIAP46	transcribed_processed_pseudogene	32	13	0	1	0	1
ENSG00000261821.2	ENSG00000261821	lncRNA	29	34	8	9	53	38
ENSG00000274937.1	ENSG00000274937	lncRNA	2	0	0	0	0	0
ENSG00000277718.1	LINC02255	lncRNA	0	0	0	0	0	0
ENSG00000138623.10	SEMA7A	protein_coding	632	637	1341	1112	1361	1006
ENSG00000277391.1	MIR6881	miRNA	0	0	0	0	0	0
ENSG00000286696.1	ENSG00000286696	lncRNA	0	0	0	0	0	0
ENSG00000138629.16	UBL7	protein_coding	2020	2020	2322	1537	2344	1194
ENSG00000247240.10	UBL7-DT	lncRNA	315	380	476	430	900	509
ENSG00000260103.2	ENSG00000260103	transcribed_processed_pseudogene	7	14	25	25	23	10
ENSG00000261775.1	ENSG00000261775	lncRNA	9	6	10	6	13	21
ENSG00000212279.2	ENSG00000212279	snoRNA	0	0	0	0	0	0
ENSG00000179361.18	ARID3B	protein_coding	4843	3986	4607	4386	4814	3649
ENSG00000179335.20	CLK3	protein_coding	1143	1540	1976	1378	2740	1428
ENSG00000275527.1	ENSG00000275527	lncRNA	1	1	3	13	8	6
ENSG00000260919.1	ENSG00000260919	lncRNA	1	1	1	2	2	0
ENSG00000179151.13	EDC3	protein_coding	1782	1868	2500	2267	2974	1897
ENSG00000140465.15	CYP1A1	protein_coding	3	1	7	6	10	48
ENSG00000140505.7	CYP1A2	protein_coding	0	0	0	0	1	1
ENSG00000103653.17	CSK	protein_coding	1373	1224	3195	2409	2367	1634
ENSG00000264386.1	MIR4513	miRNA	0	0	0	0	0	0
ENSG00000140506.17	LMAN1L	protein_coding	0	0	0	0	0	0
ENSG00000261606.5	ENSG00000261606	lncRNA	1	0	1	5	2	3
ENSG00000213578.6	CPLX3	protein_coding	0	0	0	0	0	0
ENSG00000140474.14	ULK3	protein_coding	874	936	1883	1258	1629	943
ENSG00000275411.1	MIR6882	miRNA	0	0	0	0	0	0
ENSG00000140497.16	SCAMP2	protein_coding	1621	1498	2504	1761	2898	1616
ENSG00000178802.18	MPI	protein_coding	1659	1473	2115	1664	2834	1596
ENSG00000178761.15	FAM219B	protein_coding	2066	2265	4569	2561	5116	2931
ENSG00000178741.12	COX5A	protein_coding	6733	7435	6440	4672	6101	2819
ENSG00000178718.7	RPP25	protein_coding	1028	763	1484	796	690	437
ENSG00000198794.12	SCAMP5	protein_coding	2341	2243	2897	1597	1397	943
ENSG00000261813.2	ENSG00000261813	processed_pseudogene	1	1	0	0	1	0
ENSG00000199580.1	Y_RNA	misc_RNA	0	0	0	0	0	0
ENSG00000260483.2	ENSG00000260483	processed_pseudogene	0	0	0	0	0	0
ENSG00000138621.12	PPCDC	protein_coding	462	439	718	607	683	348
ENSG00000260152.2	ENSG00000260152	processed_pseudogene	0	0	0	0	0	1
ENSG00000203411.3	Metazoa_SRP	misc_RNA	0	1	0	0	0	0
ENSG00000252722.1	ENSG00000252722	scaRNA	0	0	0	0	0	0
ENSG00000288901.1	ENSG00000288901	lncRNA	0	0	0	0	0	0
ENSG00000240366.1	RPL36AP45	processed_pseudogene	3	8	6	1	5	4
ENSG00000167173.19	C15orf39	protein_coding	1375	1064	1427	1006	499	508
ENSG00000261779.1	ENSG00000261779	lncRNA	0	0	0	0	0	0
ENSG00000287926.1	ENSG00000287926	lncRNA	0	0	0	1	1	0
ENSG00000260660.4	ENSG00000260660	transcribed_unitary_pseudogene	0	0	0	0	0	0
ENSG00000260104.1	ENSG00000260104	unprocessed_pseudogene	0	0	0	1	0	0
ENSG00000261205.2	NIFKP4	processed_pseudogene	1	1	1	0	0	0
ENSG00000167195.8	GOLGA6C	protein_coding	3	4	2	0	1	1
ENSG00000277295.1	RN7SL489P	misc_RNA	0	0	0	0	0	0
ENSG00000140478.16	GOLGA6D	protein_coding	1	0	0	0	0	0
ENSG00000275992.1	RN7SL327P	misc_RNA	0	0	0	0	0	0
ENSG00000260357.1	DNM1P34	transcribed_unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000259790.1	ANP32BP1	transcribed_processed_pseudogene	0	4	3	3	7	5
ENSG00000140365.16	COMMD4	protein_coding	2263	2190	4197	2980	3419	1482
ENSG00000275645.1	ENSG00000275645	lncRNA	9	11	11	5	9	12
ENSG00000140398.14	NEIL1	protein_coding	185	205	182	98	186	131
ENSG00000284343.1	MIR631	miRNA	2	0	1	0	2	1
ENSG00000140400.18	MAN2C1	protein_coding	1370	1472	1381	840	1718	1387
ENSG00000260274.2	ENSG00000260274	lncRNA	19	21	36	27	42	22
ENSG00000169375.16	SIN3A	protein_coding	4940	5200	7101	6409	6135	4924
ENSG00000241890.1	RPL13P4	processed_pseudogene	0	0	0	0	0	0
ENSG00000261714.2	ENSG00000261714	processed_pseudogene	0	0	0	0	0	0
ENSG00000276744.1	ENSG00000276744	lncRNA	6	12	14	8	14	8
ENSG00000169410.11	PTPN9	protein_coding	2461	2274	1227	1048	1288	1040
ENSG00000260165.1	ENSG00000260165	unprocessed_pseudogene	1	0	0	0	0	0
ENSG00000259931.2	ENSG00000259931	processed_pseudogene	1	0	0	0	0	1
ENSG00000260269.5	ENSG00000260269	lncRNA	6	7	6	8	9	10
ENSG00000169371.14	SNUPN	protein_coding	458	401	515	384	642	331
ENSG00000260235.1	ENSG00000260235	lncRNA	0	0	1	0	2	1
ENSG00000260206.1	ENSG00000260206	lncRNA	0	0	1	0	0	0
ENSG00000177971.9	IMP3	protein_coding	3760	3362	4430	2957	3087	1270
ENSG00000275454.1	ENSG00000275454	lncRNA	0	0	1	0	1	0
ENSG00000274515.1	ENSG00000274515	lncRNA	0	0	0	0	1	0
ENSG00000173548.9	SNX33	protein_coding	1661	1687	2418	2044	2522	1827
ENSG00000173546.7	CSPG4	protein_coding	182	85	49	51	32	53
ENSG00000260892.1	ENSG00000260892	lncRNA	4	4	7	8	9	20
ENSG00000203392.3	ENSG00000203392	lncRNA	24	17	62	31	32	53
ENSG00000182950.3	ODF3L1	protein_coding	0	0	0	1	0	2
ENSG00000246877.2	DNM1P35	lncRNA	52	53	37	28	80	35
ENSG00000260288.6	ENSG00000260288	lncRNA	6	4	13	4	17	9
ENSG00000260815.3	PPIAP47	processed_pseudogene	3	1	0	0	0	1
ENSG00000261043.5	ENSG00000261043	lncRNA	0	0	0	0	0	0
ENSG00000284385.1	MIR4313	miRNA	0	0	0	0	0	0
ENSG00000187812.12	GOLGA6EP	transcribed_unprocessed_pseudogene	3	0	1	0	3	1
ENSG00000241807.3	RN7SL319P	misc_RNA	0	0	0	0	0	0
ENSG00000261820.1	DNM1P49	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000140367.12	UBE2Q2	protein_coding	1666	1677	2355	2116	1729	1162
ENSG00000266308.2	RN7SL510P	misc_RNA	0	0	3	2	0	0
ENSG00000167196.14	FBXO22	protein_coding	3627	3904	7096	5465	6132	4246
ENSG00000169752.17	NRG4	protein_coding	1	2	2	6	9	3
ENSG00000260685.1	ENSG00000260685	processed_pseudogene	0	0	1	0	0	0
ENSG00000169758.13	TMEM266	protein_coding	145	81	46	34	84	37
ENSG00000259422.1	ENSG00000259422	lncRNA	1	0	0	0	0	2
ENSG00000140374.17	ETFA	protein_coding	2598	2940	3866	3266	5609	2745
ENSG00000196274.5	Metazoa_SRP	misc_RNA	0	0	0	2	4	2
ENSG00000259581.3	TYRO3P	processed_pseudogene	0	1	1	4	5	7
ENSG00000287503.1	ENSG00000287503	lncRNA	0	0	0	0	0	0
ENSG00000159556.10	ISL2	protein_coding	10	9	5	4	0	2
ENSG00000259514.1	ENSG00000259514	lncRNA	0	0	0	0	0	0
ENSG00000270036.1	ENSG00000270036	lncRNA	0	0	0	0	0	0
ENSG00000140386.13	SCAPER	protein_coding	373	425	411	439	829	500
ENSG00000261232.2	ENSG00000261232	processed_pseudogene	0	0	0	0	0	0
ENSG00000266449.1	MIR3713	miRNA	0	0	0	0	0	0
ENSG00000201510.1	RN7SKP217	misc_RNA	0	0	0	0	0	0
ENSG00000117906.14	RCN2	protein_coding	8778	11407	16228	13132	20168	10323
ENSG00000243365.3	RN7SL278P	misc_RNA	0	0	0	0	0	0
ENSG00000259565.2	KRT8P23	processed_pseudogene	0	0	0	0	0	0
ENSG00000140368.14	PSTPIP1	protein_coding	46	36	56	20	25	10
ENSG00000140391.15	TSPAN3	protein_coding	4155	4264	9857	8534	14047	7146
ENSG00000259652.1	ENSG00000259652	lncRNA	0	0	0	0	1	0
ENSG00000278991.1	ENSG00000278991	TEC	11	21	28	73	65	54
ENSG00000269951.1	ENSG00000269951	lncRNA	6	15	25	38	40	38
ENSG00000173517.11	PEAK1	protein_coding	2368	2951	3515	4861	3220	2981
ENSG00000259722.2	ENSG00000259722	processed_pseudogene	0	0	0	0	0	0
ENSG00000230459.3	ENSG00000230459	processed_pseudogene	0	0	0	0	0	0
ENSG00000140382.15	HMG20A	protein_coding	3962	3656	4101	4866	6011	3848
ENSG00000279033.1	ENSG00000279033	TEC	0	3	0	0	0	1
ENSG00000259362.2	ENSG00000259362	lncRNA	8	4	3	1	6	11
ENSG00000259420.5	ENSG00000259420	lncRNA	0	0	1	1	1	2
ENSG00000169783.13	LINGO1	protein_coding	2997	2610	5815	3664	1721	1341
ENSG00000259666.3	LINGO1-AS1	lncRNA	0	2	1	2	3	1
ENSG00000259281.1	LINGO1-AS2	lncRNA	0	0	0	0	0	1
ENSG00000280359.1	ENSG00000280359	TEC	0	0	0	0	0	1
ENSG00000259213.1	ENSG00000259213	lncRNA	0	0	0	0	0	0
ENSG00000260139.6	CSPG4P13	transcribed_unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000260776.6	GOLGA6FP	transcribed_unprocessed_pseudogene	31	13	15	3	7	13
ENSG00000261244.1	ENSG00000261244	lncRNA	0	0	0	0	0	0
ENSG00000242066.3	RN7SL214P	misc_RNA	0	0	0	0	0	0
ENSG00000214646.8	COMMD4P1	transcribed_unprocessed_pseudogene	0	1	4	2	4	4
ENSG00000261403.1	ENSG00000261403	lncRNA	0	0	0	0	0	0
ENSG00000261143.1	ADAMTS7P3	transcribed_unprocessed_pseudogene	10	8	31	20	21	31
ENSG00000167202.12	TBC1D2B	protein_coding	808	866	1114	1273	1114	740
ENSG00000259792.1	ENSG00000259792	lncRNA	0	0	0	0	0	0
ENSG00000183476.13	SH2D7	protein_coding	0	0	0	0	0	0
ENSG00000199633.1	SNORA63	snoRNA	0	0	0	0	0	0
ENSG00000136425.14	CIB2	protein_coding	1855	1520	1878	1342	1866	908
ENSG00000166411.14	IDH3A	protein_coding	842	924	523	529	621	374
ENSG00000260988.1	ENSG00000260988	lncRNA	8	4	2	4	11	17
ENSG00000103740.10	ACSBG1	protein_coding	186	147	64	35	15	19
ENSG00000259708.1	DNAJA4-DT	lncRNA	0	0	0	0	0	0
ENSG00000140403.13	DNAJA4	protein_coding	428	491	145	86	90	100
ENSG00000140395.9	WDR61	protein_coding	1656	1888	2362	1815	2509	1303
ENSG00000272418.1	ENSG00000272418	lncRNA	0	3	2	2	0	2
ENSG00000259562.2	ENSG00000259562	transcribed_processed_pseudogene	37	42	91	55	54	49
ENSG00000259322.1	ENSG00000259322	lncRNA	0	0	0	0	0	0
ENSG00000277482.1	ENSG00000277482	lncRNA	0	0	0	0	1	0
ENSG00000279694.1	ENSG00000279694	TEC	0	2	0	3	9	0
ENSG00000166426.8	CRABP1	protein_coding	6573	5982	4948	7889	29992	11429
ENSG00000259413.2	ENSG00000259413	processed_pseudogene	0	0	0	0	0	0
ENSG00000136381.13	IREB2	protein_coding	6335	6689	7838	9732	10081	7471
ENSG00000259474.1	ENSG00000259474	lncRNA	0	0	1	0	0	0
ENSG00000188266.14	HYKK	protein_coding	107	105	137	90	101	69
ENSG00000279373.1	ENSG00000279373	TEC	0	1	4	1	3	2
ENSG00000041357.16	PSMA4	protein_coding	10492	10858	13493	11446	15840	6960
ENSG00000169684.13	CHRNA5	protein_coding	890	860	1833	1620	1700	869
ENSG00000261762.1	ENSG00000261762	lncRNA	0	1	3	2	2	1
ENSG00000080644.16	CHRNA3	protein_coding	115	80	113	67	164	47
ENSG00000279421.1	ENSG00000279421	TEC	1	0	0	0	0	0
ENSG00000117971.12	CHRNB4	protein_coding	135	89	85	35	43	20
ENSG00000259555.1	ENSG00000259555	lncRNA	0	1	0	0	1	1
ENSG00000261303.6	GOLGA6GP	transcribed_unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000213307.4	RPL18P11	processed_pseudogene	0	2	0	1	2	0
ENSG00000273512.1	ENSG00000273512	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000238166.2	ENSG00000238166	transcribed_unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000136378.15	ADAMTS7	protein_coding	2561	2058	4615	3194	4589	3295
ENSG00000185787.15	MORF4L1	protein_coding	18256	20940	27511	23882	27394	14207
ENSG00000288561.1	ENSG00000288561	unprocessed_pseudogene	1	2	2	1	4	8
ENSG00000243711.1	RPL21P116	processed_pseudogene	1	2	1	0	4	0
ENSG00000252061.1	RNU6-415P	snRNA	0	0	0	0	0	0
ENSG00000279235.1	ENSG00000279235	TEC	4	3	1	5	4	2
ENSG00000103811.18	CTSH	protein_coding	542	534	257	200	227	117
ENSG00000058335.16	RASGRF1	protein_coding	41	30	9	35	13	9
ENSG00000177699.4	ENSG00000177699	lncRNA	0	0	0	0	0	0
ENSG00000259234.8	ANKRD34C-AS1	lncRNA	1	0	0	0	0	0
ENSG00000207695.1	MIR184	miRNA	0	0	0	0	0	0
ENSG00000259419.2	HNRNPCP3	processed_pseudogene	2	8	2	6	6	5
ENSG00000235711.5	ANKRD34C	protein_coding	0	0	0	1	0	0
ENSG00000166557.14	TMED3	protein_coding	2125	2118	2970	2493	3365	1717
ENSG00000287408.1	ENSG00000287408	lncRNA	0	0	0	0	1	0
ENSG00000289561.2	ENSG00000289561	lncRNA	1	0	0	0	0	0
ENSG00000169330.9	MINAR1	protein_coding	58	65	153	138	174	141
ENSG00000259493.2	TFDP1P3	processed_pseudogene	0	1	0	1	0	0
ENSG00000259208.2	ENSG00000259208	processed_pseudogene	0	0	0	0	0	0
ENSG00000260674.2	ENSG00000260674	processed_pseudogene	0	0	0	0	0	0
ENSG00000213527.5	ENSG00000213527	processed_pseudogene	0	0	0	0	0	0
ENSG00000259229.2	ENSG00000259229	processed_pseudogene	0	0	0	0	0	0
ENSG00000252995.1	RNU6-667P	snRNA	0	0	0	1	0	0
ENSG00000259548.1	ENSG00000259548	lncRNA	1	5	6	5	5	0
ENSG00000136371.11	MTHFS	protein_coding	45	56	84	61	68	29
ENSG00000261229.6	ENSG00000261229	lncRNA	0	0	0	0	0	0
ENSG00000259332.3	ST20-MTHFS	protein_coding	1	3	5	1	3	5
ENSG00000279394.1	ENSG00000279394	TEC	0	2	0	4	0	8
ENSG00000286813.1	ENSG00000286813	lncRNA	8	20	11	16	11	15
ENSG00000180953.11	ST20	lncRNA	80	55	95	78	128	79
